chatid1,chatid2,date
36935,15642,1465342842
36943,32297,1465342850
36944,28952,1465342851
36945,35738,1465342852
36947,35500,1465342854
36952,12940,1465342859
36955,23284,1465342862
36979,23102,1465344615
36981,35528,1465344617
36986,33992,1465344622
36990,16739,1465344626
36995,20536,1465344631
36998,29409,1465344634
37002,12870,1465344638
37003,15636,1465344639
37005,25772,1465344641
37008,14660,1465344644
37009,24092,1465344645
37019,13433,1465344655
37020,12724,1465344656
37022,20127,1465344658
37028,12526,1465344664
37032,17696,1465344668
37041,26804,1465344677
37051,30221,1465344687
37053,34845,1465344689
37054,25818,1465344690
37058,11714,1465344694
37066,20316,1465344702
37070,36610,1465344706
37072,32808,1465344708
37086,19019,1465346401
37087,18237,1465346402
37094,11039,1465346409
37102,16036,1465346417
37110,15058,1465348199
37111,30095,1465348200
37112,26612,1465348201
37114,20638,1465348203
37118,23118,1465348207
37124,13977,1465348213
37127,33778,1465348216
37135,9640,1465348224
37137,30297,1465348226
37150,31884,1465350001
37151,36057,1465350002
37154,26167,1465350005
37156,11854,1465350007
37161,14979,1465350012
37170,24683,1465350021
37179,36546,1465350030
37193,25147,1465351800
37197,17553,1465351804
37199,35460,1465351806
37202,20913,1465351809
37203,32535,1465351810
37204,8174,1465351811
37206,33357,1465351813
37212,12516,1465351819
37225,21981,1465353600
37227,17147,1465353602
37234,13191,1465353609
37242,13398,1465353617
37243,36898,1465353618
37246,16643,1465353621
37254,35801,1465353629
37255,20197,1465353630
37272,22140,1465355403
37274,34274,1465355405
37281,11363,1465355412
37283,14110,1465355414
37287,23603,1465355418
37288,17324,1465355419
37291,14427,1465355422
37294,12201,1465355425
37303,36652,1465355434
37307,31889,1465355438
37308,14029,1465355439
37310,35451,1465355441
37315,20646,1465355446
37325,13551,1465355456
37326,22543,1465355457
37332,28633,1465355463
37333,34235,1465355464
37336,18188,1465355467
37342,37230,1465355473
37344,12230,1465355475
37358,30191,1465357199
37370,28778,1465357211
37375,35258,1465357216
37378,31049,1465357219
37382,7211,1465357223
37384,9848,1465357225
37395,11558,1465357236
37397,11061,1465357238
37398,34679,1465357239
37406,25066,1465357247
37409,34750,1465357250
37410,26793,1465357251
37415,24896,1465357256
37417,16225,1465357258
37418,18909,1465357259
37420,28464,1465357261
37421,14341,1465357262
37432,18460,1465357273
37433,8806,1465357274
37435,28229,1465357276
37436,17976,1465357277
37454,18173,1465359001
37459,9626,1465359006
37460,10464,1465359007
37466,9160,1465359013
37470,37019,1465359017
37471,13726,1465359018
37473,34256,1465359020
37488,35437,1465359035
37489,10409,1465359036
37500,10016,1465359047
37506,8240,1465359053
37507,34347,1465359054
37508,10616,1465359055
37513,18584,1465359060
37532,28928,1465359079
37534,34895,1465359081
37536,12366,1465359083
37541,35157,1465359088
37542,20325,1465359089
37544,15476,1465359091
37556,15074,1465360799
37562,30872,1465360805
37569,26464,1465360812
37575,24794,1465360818
37581,26291,1465360824
37593,25588,1465360836
37600,17356,1465360843
37608,12962,1465360851
37625,36463,1465362606
37632,28090,1465362613
37637,15181,1465362618
37638,31855,1465362619
37641,17906,1465362622
37643,20548,1465362624
37644,34778,1465362625
37645,35822,1465362626
37647,31642,1465362628
37648,30507,1465362629
37649,27245,1465362630
37652,30885,1465362633
37659,11378,1465362640
37665,15131,1465362646
37672,35508,1465362653
37683,9535,1465362664
37688,22417,1465362669
37691,10898,1465362672
37694,14140,1465362675
37708,37305,1465364401
37709,36307,1465364402
37713,36600,1465364406
37717,12705,1465364410
37718,11606,1465364411
37720,10910,1465364413
37722,17219,1465364415
37724,35473,1465364417
37725,7815,1465364418
37729,11346,1465364422
37731,18968,1465364424
37732,12770,1465364425
37750,23699,1465366209
37751,10976,1465366210
37753,31522,1465366212
37761,18885,1465366220
37771,29544,1465366230
37773,25486,1465366232
37774,9966,1465366233
37779,19083,1465366238
37782,34240,1465366241
37788,8874,1465366247
37789,11525,1465366248
37798,19867,1465368001
37800,19924,1465368003
37806,23891,1465368009
37807,22296,1465368010
37811,16875,1465368014
37814,28106,1465368017
37817,36711,1465368020
37820,33695,1465368023
37824,28435,1465368027
37832,26355,1465368035
37835,27224,1465368038
37843,37330,1465368046
37845,15070,1465368048
37847,16990,1465368050
37848,34738,1465368051
37850,35941,1465368053
37864,37231,1465368067
37866,8540,1465368069
37867,8583,1465368070
37879,12300,1465369801
37883,9448,1465369805
37884,33951,1465369806
37885,28166,1465369807
37891,31623,1465369813
37892,18198,1465369814
37900,17081,1465369822
37901,31098,1465369823
37902,35943,1465369824
37912,13939,1465369834
37915,30218,1465369837
37923,33570,1465369845
37928,8814,1465369850
37929,13186,1465369851
37931,15265,1465369853
37934,23128,1465369856
37938,33713,1465369860
37945,28025,1465369867
37949,23217,1465369871
37953,37410,1465369875
37954,36920,1465369876
37963,16909,1465369885
37965,12891,1465369887
37971,21990,1465369893
37976,8142,1465369898
37978,33026,1465369900
37987,20547,1465369909
37988,20513,1465369910
37989,28126,1465369911
37993,15688,1465371600
37999,35260,1465371606
38004,35132,1465371611
38008,34402,1465371615
38013,17173,1465371620
38014,8548,1465371621
38023,27197,1465373403
38025,9098,1465373405
38031,31575,1465373411
38032,20690,1465373412
38035,23933,1465373415
38058,33960,1465375209
38059,28736,1465375210
38074,8057,1465378801
38078,13453,1465378805
38081,11847,1465378808
38083,28002,1465378810
38087,35766,1465378814
38089,32388,1465378816
38091,29344,1465378818
38093,17740,1465378820
38096,27730,1465378823
38100,12421,1465378827
38101,26149,1465378828
38112,33277,1465380599
38121,22606,1465380608
38135,32755,1465382403
38147,22768,1465382415
38152,26001,1465382420
38153,22634,1465382421
38156,28254,1465382424
38161,20279,1465382429
38164,33306,1465382432
38167,34858,1465382435
38168,18706,1465382436
38176,30333,1465382444
38181,28005,1465382449
38187,20647,1465382455
38188,26616,1465382456
38189,25606,1465382457
38192,24317,1465382460
38197,17432,1465382465
38198,34670,1465382466
38199,13170,1465382467
38201,9345,1465382469
38211,24108,1465382479
38212,11491,1465382480
38214,32211,1465382482
38221,31416,1465384200
38230,12955,1465384209
38236,29990,1465384215
38240,20878,1465384219
38241,34481,1465384220
38244,29741,1465384223
38245,11820,1465384224
38251,12194,1465384230
38254,32790,1465384233
38263,34707,1465384242
38266,36583,1465384245
38267,21486,1465384246
38268,12300,1465384247
38270,21986,1465384249
38273,17481,1465384252
38276,21018,1465384255
38282,28930,1465384261
38286,13720,1465384265
38287,30919,1465384266
38293,37305,1465384272
38296,13573,1465384275
38307,28575,1465384286
38311,31336,1465384290
38315,28032,1465384294
38324,23928,1465384303
38328,33799,1465384307
38329,33136,1465384308
38343,29899,1465386000
38348,12387,1465386005
38353,36526,1465386010
38356,19841,1465386013
38364,26278,1465386021
38368,22797,1465386025
38372,29409,1465386029
38380,37247,1465386037
38391,9714,1465386048
38394,9765,1465386051
38396,16978,1465386053
38413,25220,1465386070
38418,18853,1465386075
38419,9220,1465386076
38421,20573,1465386078
38428,21826,1465386085
38439,19495,1465387802
38446,36816,1465387809
38452,17292,1465387815
38453,28816,1465387816
38459,30928,1465387822
38464,25210,1465387827
38467,11035,1465387830
38470,8927,1465387833
38478,21008,1465387841
38480,19219,1465387843
38488,13190,1465387851
38505,29847,1465387868
38510,17395,1465387873
38512,27885,1465387875
38516,28778,1465387879
38519,21613,1465387882
38526,26358,1465387889
38538,19608,1465389601
38544,16985,1465389607
38556,36001,1465389619
38557,30809,1465389620
38558,25410,1465389621
38565,12867,1465389628
38569,9308,1465389632
38578,12477,1465389641
38580,32798,1465389643
38584,32723,1465389647
38585,7184,1465389648
38592,14039,1465389655
38595,33518,1465389658
38596,19675,1465389659
38597,32339,1465389660
38600,21651,1465389663
38607,17726,1465389670
38619,29879,1465391400
38622,15042,1465391403
38625,38602,1465391406
38636,30113,1465393203
38645,27295,1465393212
38654,34547,1465393221
38655,24187,1465393222
38657,20081,1465393224
38678,23257,1465393245
38680,34579,1465393247
38684,24139,1465393251
38685,37897,1465393252
38686,26056,1465393253
38688,22685,1465393255
38689,20051,1465393256
38693,13676,1465393260
38695,33175,1465393262
38704,25813,1465393271
38710,21970,1465393277
38716,31266,1465393283
38720,30049,1465393287
38726,32895,1465393293
38727,25003,1465393294
38732,34147,1465393299
38734,22924,1465393301
38747,37621,1465395005
38755,21475,1465395013
38757,34249,1465395015
38758,38363,1465395016
38775,22666,1465396801
38778,22400,1465396804
38780,31290,1465396806
38786,18817,1465396812
38787,19887,1465396813
38789,7750,1465396815
38790,34131,1465396816
38791,21124,1465396817
38792,31855,1465396818
38793,29096,1465396819
38794,33681,1465396820
38795,13820,1465396821
38847,35275,1465400400
38858,24397,1465400411
38861,29203,1465400414
38862,29237,1465400415
38870,29899,1465400423
38881,26248,1465400434
38883,20916,1465400436
38892,26527,1465400445
38910,17188,1465402213
38916,34382,1465402219
38920,24732,1465402223
38926,12330,1465402229
38930,35151,1465402233
38934,18580,1465402237
38936,34822,1465402239
38959,26543,1465404000
38967,22198,1465404008
38973,7285,1465404014
38975,23566,1465404016
38983,35606,1465404024
38986,16384,1465404027
38989,8831,1465404030
38990,33638,1465404031
38991,9083,1465404032
39000,13909,1465405799
39004,21375,1465405803
39008,35534,1465405807
39017,24673,1465405816
39021,27048,1465405820
39025,18542,1465405824
39026,8450,1465405825
39033,11885,1465405832
39047,27006,1465407601
39051,20582,1465407605
39052,19849,1465407606
39056,36318,1465407610
39063,32986,1465407617
39064,38730,1465407618
39069,38415,1465407623
39071,36691,1465407625
39086,29561,1465407640
39088,28395,1465407642
39097,36936,1465407651
39098,15494,1465407652
39104,11258,1465407658
39111,11682,1465407665
39115,21055,1465407669
39128,21118,1465407682
39132,31938,1465407686
39135,23900,1465407689
39136,11238,1465407690
39138,15341,1465407692
39139,38990,1465407693
39145,20138,1465407699
39156,36039,1465409401
39158,29059,1465409403
39167,29374,1465409412
39172,36210,1465409417
39175,14481,1465409420
39188,22889,1465411199
39189,27048,1465411200
39192,37721,1465411203
39197,34904,1465411208
39204,24750,1465411215
39206,18442,1465411217
39212,10514,1465411223
39215,38596,1465411226
39217,6985,1465411228
39222,25052,1465411233
39225,25616,1465411236
39226,28247,1465411237
39229,18509,1465411240
39230,34015,1465411241
39235,29442,1465411246
39236,21615,1465411247
39239,21330,1465411250
39253,38508,1465412999
39263,28567,1465414799
39265,9586,1465414801
39269,16688,1465414805
39270,23675,1465414806
39271,9120,1465414807
39285,27245,1465416604
39286,15867,1465416605
39294,15194,1465416613
39301,38831,1465416620
39302,19706,1465416621
39304,16747,1465416623
39310,35766,1465416629
39322,33631,1465416641
39328,13855,1465416647
39340,19404,1465416659
39346,32451,1465418401
39353,23755,1465418408
39355,36862,1465418410
39358,23475,1465418413
39361,28891,1465418416
39368,25854,1465418423
39369,27941,1465418424
39386,23912,1465418441
39394,17307,1465418449
39399,30127,1465418454
39403,20514,1465418458
39406,24060,1465418461
39422,38989,1465418477
39423,37282,1465418478
39437,13597,1465420199
39445,10307,1465420207
39449,38404,1465420211
39461,22379,1465420223
39466,32675,1465420228
39467,38556,1465420229
39493,20718,1465422016
39501,18972,1465422024
39502,21345,1465422025
39503,37804,1465422026
39504,15760,1465422027
39517,25113,1465422040
39521,14099,1465422044
39527,37896,1465422050
39534,8771,1465422057
39539,38855,1465422062
39541,28294,1465422064
39547,16128,1465422070
39553,27573,1465422076
39558,13969,1465422081
39561,11793,1465422084
39565,37434,1465422088
39567,14451,1465422090
39569,28010,1465422092
39570,29175,1465422093
39574,36654,1465422097
39578,11055,1465422101
39583,32333,1465422106
39585,35242,1465422108
39603,11949,1465423806
39607,34210,1465423810
39609,20237,1465423812
39611,29239,1465423814
39622,33110,1465423825
39624,16075,1465423827
39625,21636,1465423828
39627,26793,1465423830
39630,32272,1465423833
39632,25027,1465423835
39638,33131,1465423841
39641,11835,1465423844
39642,35697,1465423845
39644,27333,1465423847
39645,37768,1465423848
39647,11681,1465423850
39648,15973,1465423851
39651,12467,1465423854
39668,16289,1465423871
39671,26721,1465423874
39702,23658,1465427405
39705,36569,1465427408
39706,28935,1465427409
39709,33977,1465427412
39717,10171,1465427420
39723,17051,1465427426
39726,31474,1465427429
39727,15189,1465427430
39733,6990,1465427436
39735,35675,1465427438
39737,26124,1465427440
39744,28429,1465427447
39749,29502,1465427452
39752,15730,1465427455
39761,30760,1465427464
39763,15184,1465427466
39765,19114,1465427468
39773,25734,1465429200
39774,36912,1465429201
39776,14979,1465429203
39779,9478,1465429206
39785,9159,1465429212
39786,7822,1465429213
39788,32081,1465429215
39790,17546,1465429217
39797,24622,1465429224
39798,36275,1465429225
39801,29528,1465429228
39805,26726,1465429232
39806,16801,1465429233
39807,37689,1465429234
39808,32157,1465429235
39809,38454,1465429236
39812,15999,1465429239
39826,17658,1465431003
39829,10410,1465431006
39832,26308,1465431009
39836,33460,1465431013
39845,16173,1465431022
39864,20638,1465431041
39865,37299,1465431042
39866,36846,1465431043
39879,39035,1465432799
39885,28969,1465432805
39896,28368,1465432816
39899,30209,1465432819
39901,31524,1465432821
39902,37402,1465432822
39905,38624,1465432825
39918,10351,1465432838
39920,16667,1465432840
39922,9727,1465432842
39923,9950,1465432843
39926,30979,1465432846
39928,36292,1465432848
39933,15774,1465432853
39938,37292,1465432858
39942,31098,1465432862
39946,27660,1465432866
39948,11559,1465432868
39954,25010,1465432874
39967,11867,1465432887
39970,27884,1465432890
39972,23118,1465432892
39974,23809,1465432894
39993,28941,1465434599
39996,36487,1465434602
39997,32491,1465434603
40000,28897,1465434606
40016,24798,1465436405
40017,31155,1465436406
40023,9609,1465436412
40024,12356,1465436413
40025,37154,1465436414
40031,22245,1465436420
40045,8337,1465436434
40052,33833,1465436441
40054,26645,1465436443
40058,29635,1465436447
40060,35422,1465436449
40069,36235,1465436458
40072,32177,1465436461
40073,35455,1465436462
40081,11176,1465436470
40083,26939,1465436472
40085,36577,1465436474
40086,27655,1465436475
40088,22858,1465436477
40090,9584,1465436479
40099,38452,1465438201
40100,8245,1465438202
40101,12959,1465438203
40111,17575,1465440000
40119,36919,1465440008
40121,23117,1465440010
40122,25223,1465440011
40128,12031,1465440017
40131,36338,1465440020
40133,34396,1465440022
40136,25411,1465440025
40140,19903,1465440029
40141,28501,1465440030
40154,37601,1465440043
40174,31316,1465441810
40184,13223,1465441820
40190,27398,1465441826
40194,31862,1465441830
40200,18369,1465441836
40201,20469,1465441837
40211,11305,1465441847
40216,12144,1465441852
40222,33017,1465441858
40232,19836,1465441868
40235,28202,1465441871
40237,10461,1465441873
40239,33154,1465441875
40247,20192,1465441883
40249,27399,1465441885
40252,25069,1465441888
40266,36301,1465443600
40269,29011,1465443603
40273,29256,1465443607
40277,11912,1465443611
40278,36446,1465443612
40284,10253,1465443618
40285,31104,1465443619
40287,24721,1465443621
40295,20376,1465443629
40296,27045,1465443630
40300,14248,1465443634
40302,21175,1465443636
40308,20248,1465443642
40318,27686,1465443652
40321,20596,1465443655
40326,28032,1465443660
40327,11847,1465443661
40331,32893,1465445399
40336,11285,1465445404
40337,24546,1465445405
40344,10353,1465445412
40346,8706,1465445414
40348,38813,1465445416
40354,12140,1465445422
40358,17419,1465445426
40359,38974,1465445427
40361,20583,1465445429
40363,39733,1465445431
40370,36172,1465445438
40376,36465,1465445444
40377,24135,1465445445
40386,37243,1465445454
40392,39939,1465445460
40404,9214,1465447199
40419,40359,1465447214
40421,19220,1465447216
40433,21226,1465447228
40434,18845,1465447229
40440,6993,1465447235
40451,25323,1465447246
40456,19995,1465447251
40461,11253,1465447256
40462,37835,1465447257
40465,28196,1465447260
40466,19726,1465447261
40469,39071,1465447264
40471,19035,1465447266
40476,15465,1465447271
40479,21579,1465447274
40482,37177,1465447277
40494,25331,1465447289
40508,38741,1465448999
40510,20198,1465449001
40514,29802,1465449005
40524,24990,1465449015
40530,25878,1465449021
40542,24441,1465449033
40545,27554,1465449036
40546,36572,1465449037
40551,16089,1465449042
40553,18616,1465449044
40556,36313,1465449047
40557,24337,1465449048
40559,8192,1465449050
40570,9102,1465449061
40581,25342,1465449072
40583,16175,1465449074
40588,35841,1465449079
40592,38924,1465449083
40594,13683,1465449085
40599,28464,1465449090
40601,15088,1465449092
40602,16774,1465449093
40613,27650,1465450801
40615,38941,1465450803
40617,12683,1465450805
40622,18720,1465450810
40626,25408,1465450814
40631,26810,1465450819
40632,25126,1465450820
40636,11887,1465450824
40640,8191,1465450828
40641,11977,1465450829
40649,24671,1465450837
40650,38021,1465450838
40656,36911,1465450844
40658,11247,1465450846
40670,38594,1465452599
40674,20702,1465452603
40682,25785,1465452611
40689,29893,1465454399
40699,25744,1465454409
40704,7390,1465454414
40709,17239,1465454419
40710,33258,1465454420
40713,28509,1465454423
40730,11716,1465454440
40736,22957,1465454446
40737,15553,1465454447
40746,16499,1465454456
40748,22901,1465454458
40754,37053,1465454464
40761,29117,1465454471
40765,28533,1465454475
40767,32483,1465454477
40768,30161,1465454478
40769,28612,1465454479
40781,21575,1465456201
40782,27241,1465456202
40789,26876,1465456209
40790,28513,1465456210
40791,27224,1465456211
40795,31238,1465456215
40799,38962,1465456219
40803,20386,1465456223
40820,38743,1465458005
40823,14886,1465458008
40829,32440,1465458014
40835,32606,1465458020
40843,19471,1465458028
40859,20507,1465459804
40867,16835,1465459812
40874,24183,1465459819
40877,29947,1465459822
40879,29469,1465459824
40886,27662,1465459831
40891,29441,1465459836
40892,15397,1465459837
40893,28910,1465459838
40894,32283,1465459839
40896,38758,1465459841
40897,8447,1465459842
40900,22868,1465459845
40905,21856,1465459850
40906,36603,1465459851
40917,39270,1465461600
40918,22740,1465461601
40933,12616,1465461616
40935,23504,1465461618
40936,21872,1465461619
40942,39757,1465461625
40946,13238,1465461629
40952,9727,1465461635
40956,12146,1465461639
40958,28514,1465461641
40960,33398,1465461643
40961,10049,1465461644
40964,12901,1465461647
40968,17181,1465461651
40969,28690,1465461652
40970,40719,1465461653
40978,39734,1465461661
40979,26786,1465461662
40980,23873,1465461663
40981,36754,1465461664
40982,27410,1465461665
40990,28627,1465461673
40992,14418,1465461675
41002,37405,1465463401
41009,31418,1465463408
41010,11598,1465463409
41013,20553,1465463412
41019,36540,1465463418
41025,40603,1465463424
41028,12352,1465463427
41032,34431,1465463431
41035,38687,1465463434
41036,35298,1465463435
41041,19974,1465463440
41043,28914,1465463442
41044,34821,1465463443
41049,32658,1465463448
41066,30371,1465465203
41071,15340,1465465208
41084,9765,1465465221
41087,30668,1465465224
41094,18541,1465465231
41100,25502,1465465237
41109,16444,1465465246
41113,16789,1465465250
41117,36743,1465465254
41122,35428,1465467001
41125,20009,1465467004
41131,18948,1465467010
41139,36323,1465467018
41148,31336,1465467027
41151,40856,1465467030
41153,26810,1465467032
41156,34110,1465467035
41157,34994,1465467036
41158,11075,1465467037
41168,16558,1465467047
41174,12440,1465467053
41176,21965,1465467055
41179,26557,1465467058
41180,31478,1465467059
41184,39928,1465467063
41186,40621,1465467065
41203,26591,1465468806
41206,38369,1465468809
41207,25442,1465468810
41208,34579,1465468811
41210,20424,1465468813
41218,15516,1465468821
41220,25374,1465468823
41231,15741,1465468834
41245,33571,1465468848
41250,32281,1465468853
41253,39576,1465468856
41262,27148,1465468865
41264,39078,1465468867
41267,16293,1465468870
41268,40447,1465468871
41274,21579,1465468877
41288,15000,1465468891
41295,27030,1465468898
41308,32013,1465468911
41310,11765,1465468913
41311,30271,1465468914
41317,30996,1465470599
41319,18205,1465470601
41320,27132,1465470602
41324,38116,1465470606
41327,38210,1465470609
41329,24334,1465470611
41331,32863,1465470613
41333,22968,1465470615
41338,7154,1465470620
41340,31043,1465470622
41341,33357,1465470623
41345,38104,1465470627
41361,37610,1465472408
41365,33443,1465472412
41368,27954,1465472415
41369,36342,1465472416
41372,29675,1465472419
41373,34285,1465472420
41374,15770,1465472421
41376,15680,1465472423
41384,34140,1465472431
41386,35287,1465472433
41388,35263,1465472435
41395,31341,1465472442
41404,30468,1465472451
41410,24620,1465472457
41415,23177,1465472462
41418,9548,1465472465
41422,10492,1465472469
41423,27652,1465472470
41428,27638,1465472475
41434,26685,1465472481
41450,41271,1465475999
41453,15132,1465476002
41458,26503,1465476007
41460,15332,1465476009
41466,39524,1465476015
41467,35640,1465476016
41470,28937,1465476019
41471,25313,1465476020
41473,14507,1465476022
41480,17910,1465476029
41484,35386,1465476033
41485,25534,1465476034
41486,17429,1465476035
41492,23080,1465476041
41502,17526,1465476051
41503,32679,1465476052
41508,36085,1465476057
41509,17370,1465476058
41511,40639,1465476060
41512,29571,1465476061
41530,38269,1465476079
41532,7010,1465476081
41547,38522,1465477803
41554,29464,1465477810
41564,32714,1465477820
41576,30156,1465479603
41577,33819,1465479604
41580,30095,1465479607
41582,10974,1465479609
41585,17662,1465479612
41586,40067,1465479613
41588,10536,1465479615
41591,19536,1465479618
41594,17244,1465479621
41602,41415,1465479629
41603,19729,1465479630
41605,25391,1465479632
41608,38639,1465479635
41611,36116,1465479638
41618,20882,1465479645
41622,23644,1465479649
41625,12763,1465479652
41630,18450,1465479657
41636,32184,1465479663
41639,22069,1465479666
41645,19297,1465481399
41647,36317,1465481401
41649,22125,1465481403
41650,26310,1465481404
41652,37541,1465481406
41654,40994,1465481408
41655,20276,1465481409
41656,30819,1465481410
41657,28729,1465481411
41663,18364,1465481417
41670,31333,1465481424
41672,14952,1465481426
41676,34575,1465481430
41678,39780,1465481432
41683,16203,1465481437
41691,21111,1465481445
41693,19548,1465481447
41694,22781,1465481448
41704,20596,1465483202
41715,12952,1465485001
41726,38044,1465485012
41729,32078,1465485015
41732,20740,1465485018
41734,17526,1465485020
41738,15361,1465485024
41739,26732,1465485025
41741,29776,1465485027
41742,23842,1465485028
41752,35344,1465485038
41758,40689,1465485044
41763,41416,1465485049
41764,18428,1465485050
41765,29139,1465485051
41770,36816,1465485056
41779,41450,1465485065
41795,22688,1465485081
41798,26187,1465485084
41799,35710,1465485085
41809,38599,1465486802
41810,27867,1465486803
41812,9027,1465486805
41814,29862,1465486807
41820,20727,1465486813
41821,14651,1465486814
41828,14717,1465486821
41836,21685,1465486829
41837,35459,1465486830
41840,40499,1465486833
41841,34608,1465486834
41844,29647,1465486837
41851,19082,1465488600
41852,28936,1465488601
41863,32688,1465488612
41873,22483,1465488622
41875,25626,1465488624
41884,30540,1465488633
41891,28089,1465488640
41896,9372,1465488645
41898,34527,1465488647
41899,27467,1465488648
41900,39558,1465488649
41901,17179,1465488650
41913,27640,1465488662
41919,41557,1465488668
41920,27005,1465488669
41923,27109,1465488672
41925,22449,1465488674
41932,20007,1465488681
41948,25612,1465488697
41951,34493,1465488700
41969,19601,1465490405
41973,13167,1465490409
41989,20031,1465490425
41990,13877,1465490426
41992,21866,1465490428
41997,32015,1465490433
42001,17263,1465490437
42004,7710,1465490440
42020,37319,1465490456
42024,26052,1465490460
42027,13752,1465490463
42030,29728,1465490466
42035,39446,1465490471
42036,32939,1465490472
42045,38206,1465490481
42056,28033,1465492203
42057,18667,1465492204
42063,31663,1465492210
42065,27928,1465492212
42067,39378,1465492214
42070,25985,1465492217
42073,40795,1465492220
42074,25011,1465492221
42086,35562,1465492233
42095,10801,1465492242
42100,19540,1465492247
42101,11292,1465492248
42106,40302,1465492253
42107,25324,1465492254
42118,23571,1465492265
42119,32986,1465492266
42121,35686,1465492268
42165,31048,1465495811
42168,28157,1465495814
42170,35475,1465495816
42174,21109,1465495820
42180,17333,1465495826
42185,10089,1465495831
42188,8659,1465495834
42192,18298,1465495838
42193,15574,1465495839
42200,7183,1465495846
42202,37052,1465495848
42205,23866,1465495851
42211,33237,1465495857
42213,8518,1465495859
42216,36334,1465495862
42226,42196,1465497599
42229,16994,1465497602
42236,16293,1465497609
42243,15842,1465497616
42246,33934,1465497619
42252,42119,1465497625
42255,7474,1465497628
42256,19923,1465497629
42267,18484,1465497640
42268,29225,1465497641
42282,41784,1465497655
42283,26537,1465497656
42284,34301,1465497657
42292,41613,1465497665
42293,28120,1465497666
42298,29824,1465497671
42310,32602,1465499402
42313,29927,1465499405
42319,10682,1465499411
42323,25885,1465499415
42328,19987,1465499420
42336,42234,1465499428
42343,39757,1465499435
42345,28705,1465499437
42361,35538,1465499453
42383,29346,1465501207
42384,41897,1465501208
42388,36839,1465501212
42394,36193,1465501218
42396,32476,1465501220
42397,23484,1465501221
42400,8038,1465501224
42411,39402,1465501235
42415,32403,1465501239
42423,40486,1465501247
42424,26934,1465501248
42427,29125,1465501251
42428,35586,1465501252
42436,13452,1465501260
42439,23717,1465501263
42450,15429,1465501274
42451,42098,1465501275
42452,35606,1465501276
42457,17871,1465501281
42458,19345,1465501282
42460,8997,1465501284
42461,18837,1465501285
42462,14773,1465501286
42467,25663,1465501291
42471,33511,1465501295
42473,11421,1465501297
42478,20522,1465501302
42510,28021,1465503000
42513,9609,1465503003
42518,24838,1465503008
42544,24621,1465504810
42545,14616,1465504811
42552,26476,1465504818
42555,11189,1465504821
42557,40461,1465504823
42560,34204,1465504826
42561,16504,1465504827
42562,23170,1465504828
42565,26817,1465504831
42573,32257,1465504839
42575,11483,1465504841
42578,32957,1465504844
42582,31337,1465504848
42583,28724,1465504849
42584,16182,1465504850
42588,22223,1465504854
42589,24562,1465504855
42590,34203,1465504856
42592,39051,1465504858
42593,28533,1465504859
42597,24946,1465504863
42614,37419,1465506606
42618,40255,1465506610
42631,20393,1465506623
42633,16604,1465506625
42634,26013,1465506626
42637,38639,1465506629
42641,16792,1465506633
42642,9315,1465506634
42644,36115,1465506636
42645,8258,1465506637
42647,33423,1465506639
42648,39975,1465506640
42652,37097,1465506644
42654,7875,1465506646
42664,31465,1465506656
42670,14941,1465506662
42684,10007,1465506676
42685,29033,1465506677
42689,37150,1465506681
42696,18005,1465506688
42698,9326,1465506690
42708,37947,1465506700
42714,35969,1465506706
42724,27712,1465508403
42731,18952,1465508410
42732,24177,1465508411
42733,9476,1465508412
42735,21864,1465508414
42736,34407,1465508415
42740,17184,1465508419
42741,34478,1465508420
42744,39012,1465508423
42746,12476,1465508425
42758,38824,1465508437
42761,29753,1465508440
42764,37169,1465508443
42766,10709,1465508445
42771,16744,1465508450
42782,26688,1465508461
42787,25603,1465508466
42789,22112,1465508468
42805,13962,1465510211
42806,22973,1465510212
42807,20276,1465510213
42813,28049,1465510219
42818,27002,1465510224
42820,17686,1465510226
42822,17728,1465510228
42828,41430,1465510234
42836,36824,1465510242
42839,34032,1465510245
42853,31001,1465510259
42854,18154,1465510260
42855,16176,1465510261
42866,29920,1465512002
42874,11373,1465512010
42876,31184,1465512012
42877,33649,1465512013
42879,34486,1465512015
42881,34285,1465512017
42892,8839,1465513800
42895,11397,1465513803
42899,11472,1465513807
42902,8229,1465513810
42903,21006,1465513811
42923,41901,1465513831
42924,27121,1465513832
42925,30064,1465513833
42928,12765,1465513836
42929,20902,1465513837
42937,41899,1465513845
42938,19906,1465513846
42943,36726,1465513851
42961,31038,1465513869
42969,35190,1465513877
42974,40815,1465513882
42979,29817,1465513887
42981,25879,1465513889
42983,37515,1465513891
42993,37500,1465513901
42994,40906,1465513902
42997,40172,1465513905
42998,32952,1465513906
43003,20790,1465513911
43005,14136,1465513913
43016,27171,1465515599
43017,25210,1465515600
43022,9333,1465515605
43024,10070,1465515607
43028,7974,1465515611
43030,34278,1465515613
43031,38454,1465515614
43034,42903,1465515617
43043,37288,1465515626
43044,34010,1465515627
43046,34474,1465515629
43048,36016,1465515631
43052,35662,1465515635
43061,26162,1465515644
43072,12923,1465515655
43074,20197,1465515657
43082,34977,1465515665
43094,17697,1465515677
43097,8242,1465515680
43100,9897,1465515683
43120,14961,1465517406
43127,15629,1465517413
43129,40301,1465517415
43130,42627,1465517416
43140,10687,1465517426
43148,35655,1465517434
43154,26308,1465517440
43156,34860,1465517442
43186,42652,1465519201
43198,40978,1465519213
43202,31483,1465519217
